COCONINO,0.1,1
GILA,0.9,1
GILA,0,1
GILA,0.9,0
GILA,1.2,1
GILA,2.1,1
GILA,0.6,1
GILA,0.7,1
GILA,1.7,1
GILA,0.3,1
GILA,0.8,1
GILA,1.3,1
GILA,1.7,1
GILA,2.4,1
GRAHAM,0.3,1
GRAHAM,1.5,1
GRAHAM,0,1
GRAHAM,2.8,9
GRAHAM,1.8,1
GRAHAM,2.7,9
GRAHAM,1.1,1
GRAHAM,2.4,1
GRAHAM,0.7,1
GRAHAM,2.1,1
GRAHAM,0.7,1
GRAHAM,0.6,1
GRAHAM,1.5,1
GRAHAM,0.8,1
GRAHAM,1.2,1
GRAHAM,0.2,1
GRAHAM,0.6,1
GRAHAM,0.2,1
GRAHAM,0.2,1
GRAHAM,0.2,1
GRAHAM,0,1
GRAHAM,0.7,1
GRAHAM,1.1,1
GRAHAM,2,1
GRAHAM,2.8,1
GRAHAM,1,1
GRAHAM,0.7,1
GRAHAM,0.1,1
GRAHAM,0.7,9
GREENLEE,1.2,1
GREENLEE,0.7,1
GREENLEE,2.2,1
GREENLEE,0.8,1
GREENLEE,2.4,1
GREENLEE,0.5,1
GREENLEE,0.9,1
GREENLEE,0.3,1
LA PAZ,0.5,1
LA PAZ,0,1
MARICOPA,1.7,1
MARICOPA,1.5,1
MARICOPA,1.4,1
MARICOPA,0.7,1
MARICOPA,1.7,1
MARICOPA,1.5,1
MARICOPA,2.9,1
MARICOPA,0,1
MARICOPA,0.6,1
MARICOPA,0.3,1
MARICOPA,2.7,1
MARICOPA,0.8,1
MARICOPA,0.1,1
MARICOPA,0.2,1
MARICOPA,1.6,9
MARICOPA,1.3,1
MARICOPA,1,1
MARICOPA,1,1
MARICOPA,0.9,1
MARICOPA,0.4,1
MARICOPA,3.4,1
MARICOPA,0.6,1
MARICOPA,0.6,1
MARICOPA,0.8,1
MARICOPA,0.5,1
MARICOPA,0.9,1
MARICOPA,0,1
MARICOPA,2.8,1
MARICOPA,0.2,1
MARICOPA,0,1
MARICOPA,0.4,1
MARICOPA,0.7,1
MARICOPA,1.2,1
MARICOPA,6.6,9
MARICOPA,0.2,9
MARICOPA,3.4,1
MARICOPA,0.2,1
MARICOPA,1,1
MARICOPA,1.7,1
MARICOPA,2.3,9
MARICOPA,4.6,1
MARICOPA,1.4,9
MARICOPA,2,1
MARICOPA,0.9,1
MARICOPA,1.7,1
MARICOPA,1.1,1
MARICOPA,1.3,1
MARICOPA,1.5,1
MARICOPA,0.4,1
MARICOPA,0.3,1
MARICOPA,1.6,1
MARICOPA,0.5,1
MARICOPA,1.1,1
MARICOPA,1.5,9
MARICOPA,1.7,1
MARICOPA,2.8,9
MARICOPA,2.6,1
MARICOPA,5.4,1
MARICOPA,0.9,1
MARICOPA,2.2,1
MARICOPA,0.4,1
MARICOPA,1.4,1
MARICOPA,0.6,1
MARICOPA,0.1,1
MARICOPA,0.3,1
MARICOPA,0.3,1
MARICOPA,0.4,1
MARICOPA,1.4,1
MARICOPA,1.7,1
MARICOPA,0.9,1
MARICOPA,2.7,1
MARICOPA,0.8,1
MARICOPA,0.8,1
MARICOPA,0.9,1
MARICOPA,0.3,1
MARICOPA,1,1
MARICOPA,0.9,1
MARICOPA,2.4,1
MARICOPA,1.1,1
MARICOPA,0,1
MARICOPA,0.2,1
MARICOPA,0.4,1
MARICOPA,1,1
MARICOPA,0.6,1
MARICOPA,1.3,1
MARICOPA,1.3,1
MARICOPA,4.8,1
MARICOPA,1.3,1
MARICOPA,1.1,1
MARICOPA,1.4,1
MARICOPA,0.3,1
MARICOPA,0.6,1
MARICOPA,2.9,1
MARICOPA,2,1
MARICOPA,3.2,1
MARICOPA,0.9,1
MARICOPA,1.1,1
MARICOPA,0.2,1
MARICOPA,0.3,1
MARICOPA,2.2,1
MARICOPA,1.7,1
MARICOPA,0.7,1
MARICOPA,4,1
MARICOPA,0.5,1
MARICOPA,3.3,1
MARICOPA,2.3,1
MARICOPA,0,0
MARICOPA,0,1
MARICOPA,0.3,1
MARICOPA,3.7,1
MARICOPA,1.7,9
MARICOPA,0.2,1
MARICOPA,1.7,1
MARICOPA,1.6,1
MARICOPA,1.2,1
MARICOPA,0.9,1
MARICOPA,0.8,1
MARICOPA,0.5,1
MARICOPA,0.4,9
MARICOPA,0.7,1
MARICOPA,0.4,1
MARICOPA,0.3,1
MARICOPA,0,1
MARICOPA,0.1,1
MARICOPA,1.3,1
MARICOPA,4.8,1
MARICOPA,0.8,1
MARICOPA,16.4,2
MARICOPA,0.9,1
MARICOPA,0.7,1
MARICOPA,0.4,1
MARICOPA,2.1,1
MARICOPA,0.2,1
MARICOPA,0.9,1
MARICOPA,0,1
MARICOPA,0.5,1
MARICOPA,0.6,1
MARICOPA,2,1
MARICOPA,2.8,1
MARICOPA,1,1
MARICOPA,1.7,1
MARICOPA,0.8,1
MARICOPA,1,1
MARICOPA,2.8,1
MARICOPA,1.4,1
MARICOPA,3.8,1
MARICOPA,4,1
MARICOPA,2.5,1
MARICOPA,1.3,1
MARICOPA,4.9,1
MARICOPA,2.3,1
MARICOPA,1.1,1
MARICOPA,2.5,1
MARICOPA,1.8,1
MARICOPA,0,1
MARICOPA,0.6,9
MARICOPA,0.7,1
MARICOPA,0.5,1
MARICOPA,2.2,1
MARICOPA,0.9,1
MARICOPA,1.1,1
MARICOPA,1.8,1
MARICOPA,1,1
MARICOPA,0.2,1
MARICOPA,7.6,9
MARICOPA,2.1,1
MARICOPA,1.3,1
MARICOPA,4.1,1
MARICOPA,1.7,1
MARICOPA,0.9,1
MARICOPA,0.9,1
MARICOPA,0.3,1
MARICOPA,0.3,9
MARICOPA,2,1
MARICOPA,0.4,0
MARICOPA,1.2,1
MARICOPA,3,1
MARICOPA,1.1,1
MARICOPA,8,1
MARICOPA,1.3,1
MARICOPA,0.8,1
MARICOPA,0.1,1
MARICOPA,1.1,1
MARICOPA,4.3,1
MARICOPA,3.5,1
MARICOPA,2,1
MARICOPA,3.4,1
MARICOPA,0.5,1
MARICOPA,3.7,1
MARICOPA,1.7,1
MARICOPA,1.5,1
MARICOPA,1.8,1
MARICOPA,1.1,1
MARICOPA,1.5,1
MARICOPA,1.4,1
MARICOPA,1,1
MARICOPA,0.9,9
MARICOPA,0.4,9
MARICOPA,50.8,1
MARICOPA,2,1
MARICOPA,2.2,1
MARICOPA,1.7,1
MARICOPA,3.4,1
MARICOPA,1.6,1
MARICOPA,0.3,1
MARICOPA,0.1,1
MARICOPA,0.1,2
MARICOPA,0.4,1
MARICOPA,2.9,1
MARICOPA,0.6,1
MARICOPA,0.8,1
MARICOPA,1.7,1
MARICOPA,0.7,1
MARICOPA,3.9,1
MARICOPA,1,2
MARICOPA,1.1,1
MARICOPA,2.3,1
MARICOPA,0.9,1
MARICOPA,1,1
MARICOPA,2.1,1
MARICOPA,0.5,1
MARICOPA,0.4,1
MARICOPA,3.6,1
MARICOPA,0.6,1
MARICOPA,0.2,1
MARICOPA,0.8,1
MARICOPA,1.2,1
MARICOPA,3.8,9
MARICOPA,1.9,1
MARICOPA,2.4,1
MARICOPA,1.7,1
MARICOPA,1.3,1
MARICOPA,0.4,9
MARICOPA,0.5,1
MARICOPA,0.1,1
MARICOPA,0.5,1
MARICOPA,0,1
MARICOPA,1.1,1
MARICOPA,0.4,1
MARICOPA,0.6,1
MARICOPA,0.3,1
MARICOPA,1.9,1
MARICOPA,0.4,1
MARICOPA,2.5,1
MARICOPA,1.1,1
MARICOPA,0.5,1
MARICOPA,1.1,1
MARICOPA,1.8,1
MARICOPA,0.7,1
MARICOPA,1.6,1
MARICOPA,4.5,1
MARICOPA,0.9,1
MARICOPA,0.1,1
MARICOPA,0.5,9
MARICOPA,3.1,1
MARICOPA,1.7,1
MARICOPA,1.8,1
MARICOPA,1.1,1
MARICOPA,0.8,1
MARICOPA,0.3,1
MARICOPA,1.4,1
MARICOPA,0.1,1
MARICOPA,4.2,1
MARICOPA,0.8,1
MARICOPA,0.7,1
MARICOPA,0.8,1
MARICOPA,1.6,1
MARICOPA,1.3,1
MARICOPA,0.9,1
MARICOPA,0.8,1
MARICOPA,1.3,1
MARICOPA,1.2,1
MARICOPA,0.2,1
MARICOPA,0.2,1
MARICOPA,0.6,1
MARICOPA,0.1,1
MARICOPA,0.5,1
MARICOPA,0,1
MARICOPA,0.4,1
MARICOPA,1.1,1
MARICOPA,1.7,1
MARICOPA,2.3,1
MARICOPA,1.4,1
MARICOPA,2.1,1
MARICOPA,1.6,1
MARICOPA,0.8,1
MARICOPA,0.3,1
MARICOPA,0.2,1
MARICOPA,0.4,1
MARICOPA,0.4,1
MARICOPA,1.7,1
MARICOPA,2.1,1
MARICOPA,0.2,1
MARICOPA,1.9,1
MARICOPA,5.1,1
MARICOPA,1.5,1
MARICOPA,2.1,1
MARICOPA,1.4,1
MARICOPA,2.2,0
MARICOPA,0.8,1
MARICOPA,0.5,1
MARICOPA,0.5,1
MARICOPA,1.3,1
MARICOPA,6.8,1
MARICOPA,0,9
MARICOPA,5.2,1
MARICOPA,1.7,1
MARICOPA,0.8,1
MARICOPA,1.2,1
MARICOPA,0.9,1
MARICOPA,2.3,9
MARICOPA,1.5,1
MARICOPA,2.3,0
MARICOPA,2.9,1
MARICOPA,0.4,1
MARICOPA,0.5,1
MARICOPA,0.2,1
MARICOPA,1.1,1
MARICOPA,0.8,1
MARICOPA,0.5,1
MARICOPA,1.5,1
MARICOPA,0,1
MARICOPA,3.9,0
MARICOPA,1.3,1
MARICOPA,3.6,1
MARICOPA,0.8,1
MARICOPA,1.8,1
MARICOPA,4.1,1
MARICOPA,1,0
MARICOPA,0.3,1
MARICOPA,1.2,1
MARICOPA,0.9,1
MARICOPA,1.3,1
MARICOPA,1,1
MARICOPA,0.2,1
MARICOPA,0.4,1
MARICOPA,1.8,1
MARICOPA,5.3,1
MARICOPA,3.6,1
MARICOPA,2,1
MARICOPA,3.3,1
MARICOPA,2.6,1
MARICOPA,1.4,1
MARICOPA,0.8,1
MARICOPA,1.5,9
MARICOPA,1.6,1
MARICOPA,1.5,1
MARICOPA,0.4,1
MARICOPA,0.4,9
MARICOPA,1.8,1
MARICOPA,0.7,1
MARICOPA,0.3,1
MARICOPA,0.6,9
MARICOPA,4.2,1
MARICOPA,0.2,1
MARICOPA,0.8,1
MARICOPA,5,1
MARICOPA,2.2,1
MARICOPA,1.3,1
MARICOPA,4.5,1
MARICOPA,0.9,1
MARICOPA,2.9,1
MARICOPA,0.8,1
MARICOPA,0.3,1
MARICOPA,3.9,1
MARICOPA,1.6,9
MARICOPA,0.7,1
MARICOPA,1.1,1
MARICOPA,1.2,1
MARICOPA,0.4,2
MARICOPA,1.9,1
MARICOPA,0.8,1
MARICOPA,0.5,1
MARICOPA,1,1
MARICOPA,5.6,1
MARICOPA,1.3,1
MARICOPA,1.2,1
MARICOPA,6.5,1
MARICOPA,3.6,1
MARICOPA,3.7,1
MARICOPA,1.1,1
MARICOPA,1.6,1
MARICOPA,1.1,1
MARICOPA,3.3,1
MARICOPA,2.7,1
MARICOPA,1.7,1
MARICOPA,1.9,1
MARICOPA,1.1,1
MARICOPA,1.5,1
MARICOPA,0.8,1
MARICOPA,1.5,1
MARICOPA,2.7,1
MARICOPA,2.9,1
MARICOPA,1.9,1
MARICOPA,3.4,1
MARICOPA,1,1
MARICOPA,0.7,1
MARICOPA,1.1,1
MARICOPA,0.7,1
MARICOPA,0.4,3
MARICOPA,2.4,1
MARICOPA,5.2,1
MARICOPA,1.3,1
MARICOPA,0.9,0
MARICOPA,0.3,1
MARICOPA,6.2,0
MARICOPA,1.1,1
MARICOPA,1.1,1
MARICOPA,2.1,1
MARICOPA,0.8,1
MARICOPA,3.9,1
MARICOPA,2.6,1
MARICOPA,2.9,1
MARICOPA,0.7,1
MARICOPA,5.1,1
MARICOPA,2.6,1
MARICOPA,2.2,1
MARICOPA,3.8,1
MARICOPA,1.8,1
MARICOPA,2,1
MARICOPA,1.6,1
MARICOPA,1,1
MARICOPA,3.3,1
MARICOPA,2.1,1
MARICOPA,0.9,1
MARICOPA,0.7,1
MARICOPA,0.9,1
MARICOPA,0.9,1
MARICOPA,0.3,1
MARICOPA,0.8,9
MARICOPA,0.8,1
MARICOPA,0.7,1
MARICOPA,0.4,1
MARICOPA,1.2,1
MARICOPA,0.6,9
MARICOPA,2.1,1
MARICOPA,1.9,1
MARICOPA,0.8,1
MARICOPA,0.8,1
MARICOPA,0.5,1
MARICOPA,0.2,1
MARICOPA,4.6,1
MARICOPA,4.2,1
MARICOPA,2.5,1
MARICOPA,4.3,0
MARICOPA,2.7,1
MARICOPA,5.7,9
MARICOPA,0.7,1
MARICOPA,1,1
MARICOPA,1.4,1
MARICOPA,1,1
MARICOPA,0.6,0
MARICOPA,4,1
MARICOPA,6,9
MARICOPA,4,1
MARICOPA,1.6,1
MARICOPA,3,1
MARICOPA,0.3,1
MARICOPA,1.1,1
MARICOPA,0.7,9
MARICOPA,0.8,1
MARICOPA,1.1,1
MARICOPA,1.5,9
MARICOPA,2,1
MARICOPA,1.2,1
MARICOPA,1.1,1
MARICOPA,1.7,1
MARICOPA,1.7,1
MARICOPA,0.7,1
MARICOPA,0.9,1
MARICOPA,1,0
MARICOPA,0.5,1
MARICOPA,1.1,1
MARICOPA,0.8,1
MARICOPA,1.5,1
MARICOPA,1.3,1
MARICOPA,1.5,1
MARICOPA,1.3,1
MARICOPA,2.5,1
MARICOPA,3.8,1
MARICOPA,0.9,1
MARICOPA,1,1
MARICOPA,1.6,1
MARICOPA,1.9,1
MARICOPA,0.1,1
MARICOPA,1.5,1
MARICOPA,1.6,1
MARICOPA,0.9,1
MARICOPA,1.3,1
MARICOPA,1.3,1
MARICOPA,4.3,0
MARICOPA,1.2,1
MARICOPA,0,1
MARICOPA,1.2,1
MARICOPA,0.8,1
MARICOPA,1.1,1
MARICOPA,2.6,9
MARICOPA,6.1,1
MARICOPA,4.8,1
MARICOPA,5.6,1
MARICOPA,6.1,1
MARICOPA,1.8,1
MARICOPA,1.5,0
MARICOPA,2.9,0
MARICOPA,3.9,1
MARICOPA,5,1
MARICOPA,1.2,1
MARICOPA,1.3,1
MARICOPA,1.2,1
MARICOPA,0.7,1
MARICOPA,1.3,1
MARICOPA,0.8,9
MARICOPA,1.4,1
MARICOPA,4.9,1
MARICOPA,2.4,1
MARICOPA,2.7,1
MARICOPA,0.8,1
MARICOPA,2.2,1
MARICOPA,2.1,1
MARICOPA,4.4,1
MARICOPA,0.9,1
MARICOPA,1.2,1
MARICOPA,0.3,1
MARICOPA,1.3,1
MARICOPA,0.7,1
MARICOPA,2.3,1
MARICOPA,3.2,9
MARICOPA,0.4,1
MARICOPA,0.5,1
MARICOPA,2.4,1
MARICOPA,0.6,9
MARICOPA,0.9,1
MARICOPA,4.1,1
MARICOPA,3.1,1
MARICOPA,1.9,1
MARICOPA,6.1,1
MARICOPA,5.6,1
MARICOPA,1,1
MARICOPA,0.3,2
MARICOPA,2.4,1
MARICOPA,2,9
MARICOPA,2.2,1
MARICOPA,2.3,1
MARICOPA,2.1,1
MARICOPA,6.3,1
MARICOPA,1.1,1
MARICOPA,1.6,1
MARICOPA,0.4,1
MARICOPA,3.8,1
MARICOPA,0.4,1
MARICOPA,1.7,9
MARICOPA,0.2,1
MARICOPA,0.7,1
MARICOPA,2.8,1
MARICOPA,0.3,9
MARICOPA,11.6,1
MARICOPA,0.7,9
MARICOPA,3.1,1
MARICOPA,3.8,1
MARICOPA,3.3,1
MARICOPA,4.4,1
MARICOPA,3.2,1
MARICOPA,2,1
MARICOPA,2.8,3
MARICOPA,2.1,0
MARICOPA,5,1
MARICOPA,2,1
MARICOPA,1.9,1
MARICOPA,0.5,1
MARICOPA,3,1
MARICOPA,1.4,1
MARICOPA,2.7,1
MARICOPA,1.3,1
MARICOPA,0.3,1
MARICOPA,2,1
MARICOPA,3.3,1
MARICOPA,5.7,1
MARICOPA,0.1,1
MARICOPA,0.3,1
MARICOPA,1.6,1
MARICOPA,1.9,1
MARICOPA,2.1,1
MARICOPA,2,1
MARICOPA,3.1,1
MARICOPA,1.2,1
MARICOPA,1.1,1
MARICOPA,7.3,1
MARICOPA,3.7,9
MARICOPA,2.6,1
MARICOPA,0.8,1
MARICOPA,2.7,1
MARICOPA,4.4,1
MARICOPA,2.9,1
MARICOPA,0.3,1
MARICOPA,1.1,1
MARICOPA,1.8,1
MARICOPA,4.9,1
MARICOPA,5,1
MARICOPA,4.1,0
MARICOPA,2.9,1
MARICOPA,1,1
MARICOPA,2.2,1
MARICOPA,1.4,1
MARICOPA,2.2,1
MARICOPA,0.6,1
MARICOPA,2.2,1
MARICOPA,1.8,1
MARICOPA,0.9,9
MARICOPA,0.7,9
MARICOPA,1.1,1
MARICOPA,0.6,1
MARICOPA,1,0
MARICOPA,0.8,1
MARICOPA,0.3,1
MARICOPA,6,1
MARICOPA,1.1,1
MARICOPA,1.6,1
MARICOPA,0.9,1
MARICOPA,2.2,1
MARICOPA,0.7,1
MARICOPA,2,1
MARICOPA,1.3,1
MARICOPA,5.6,1
MARICOPA,0.4,1
MARICOPA,1.5,1
MARICOPA,0.5,1
MARICOPA,0.6,1
MARICOPA,0.1,1
MARICOPA,1.7,1
MARICOPA,0.9,1
MARICOPA,0.8,1
MARICOPA,1.9,1
MARICOPA,1.4,1
MARICOPA,5.1,1
MARICOPA,0.8,1
MARICOPA,1.1,1
MARICOPA,0.8,1
MARICOPA,3.2,1
MARICOPA,1.4,1
MARICOPA,1.2,1
MARICOPA,0.1,9
MARICOPA,0.8,1
MARICOPA,0.2,1
MARICOPA,0.6,1
MARICOPA,0.6,1
MARICOPA,1.3,1
MARICOPA,0.7,1
MARICOPA,3.3,1
MARICOPA,1.2,1
MARICOPA,0.9,1
MARICOPA,0,1
MARICOPA,0,1
MARICOPA,0.5,1
MARICOPA,0.9,1
MARICOPA,1.3,1
MARICOPA,1.2,1
MARICOPA,1.1,1
MARICOPA,1.2,1
MARICOPA,1.4,1
MARICOPA,1.5,1
MARICOPA,1.9,1
MARICOPA,0.1,1
MARICOPA,1.1,1
MARICOPA,2.4,1
MARICOPA,0.3,1
MARICOPA,0.4,1
MARICOPA,0.4,1
MARICOPA,2.2,1
MARICOPA,13.9,1
MARICOPA,4.1,1
MARICOPA,2.1,1
MARICOPA,1.4,1
MARICOPA,0.6,1
MARICOPA,0.4,1
MARICOPA,0.7,1
MARICOPA,0.5,1
MARICOPA,0.8,1
MARICOPA,3.3,1
MARICOPA,3.9,1
MARICOPA,1.8,0
MARICOPA,0.6,1
MARICOPA,0.7,9
MARICOPA,2.5,1
MARICOPA,1.2,1
MARICOPA,1.3,1
MARICOPA,1.3,1
MARICOPA,1.5,1
MARICOPA,0.5,1
MARICOPA,0.3,1
MARICOPA,2.6,1
MARICOPA,0.8,1
MARICOPA,0.7,1
MARICOPA,0.7,1
MARICOPA,0.4,1
MARICOPA,0.9,1
MARICOPA,0.3,1
MARICOPA,0.6,1
MARICOPA,0.5,1
MARICOPA,0.8,1
MARICOPA,1.9,1
MARICOPA,1.3,9
MARICOPA,1.8,1
MARICOPA,1.1,1
MARICOPA,1.2,1
MARICOPA,1.2,1
MARICOPA,4.4,1
MARICOPA,0,1
MARICOPA,0.8,1
MARICOPA,0.8,1
MARICOPA,0.9,1
MARICOPA,0.7,1
MARICOPA,1.9,1
MARICOPA,0.5,1
MARICOPA,0.5,1
MARICOPA,2.9,1
MARICOPA,1.1,9
MARICOPA,1.5,1
MARICOPA,1.5,1
MARICOPA,1.6,1
MARICOPA,0.7,1
MARICOPA,1.1,1
MARICOPA,0.3,1
MARICOPA,4,1
MARICOPA,1,1
MARICOPA,1,1
MARICOPA,1.2,1
MARICOPA,0.7,1
MARICOPA,1,9
MARICOPA,0.3,1
MARICOPA,1,1
MARICOPA,2.2,1
MARICOPA,2.9,1
MARICOPA,1.5,1
MARICOPA,1.1,1
MARICOPA,1.5,1
MARICOPA,0.8,1
MARICOPA,0.9,1
MARICOPA,0.2,1
MARICOPA,0.3,1
MARICOPA,0.1,1
MARICOPA,0.4,1
MARICOPA,1,1
MARICOPA,0.7,1
MARICOPA,3.1,1
MARICOPA,2.1,1
MARICOPA,2.4,1
MARICOPA,2.1,1
MARICOPA,6.4,1
MARICOPA,0.8,1
MARICOPA,2.1,1
MARICOPA,1.2,1
MARICOPA,1.2,1
MARICOPA,1.1,1
MARICOPA,0.8,1
MARICOPA,1.8,1
MARICOPA,0.7,9
MARICOPA,0.7,1
MARICOPA,1.3,1
MARICOPA,0.9,1
MARICOPA,1.9,1
MARICOPA,0.7,1
MARICOPA,0.6,1
MARICOPA,0.9,1
MARICOPA,1,1
MARICOPA,0.9,1
MOHAVE,6.1,1
MOHAVE,0.3,0
MOHAVE,0.7,1
MOHAVE,2.6,1
MOHAVE,0.3,1
MOHAVE,2.7,1
MOHAVE,1.1,1
MOHAVE,1.1,1
MOHAVE,2.3,1
MOHAVE,1.9,1
MOHAVE,1.4,1
MOHAVE,0.4,1
MOHAVE,2.5,1
MOHAVE,1.2,1
MOHAVE,0.5,1
MOHAVE,0.7,1
MOHAVE,1.2,1
MOHAVE,1.6,1
MOHAVE,0.7,1
MOHAVE,0,1
MOHAVE,1.4,1
MOHAVE,0,1
MOHAVE,0.8,1
MOHAVE,0.6,1
MOHAVE,0.6,1
MOHAVE,0.1,1
MOHAVE,0.2,1
MOHAVE,0,1
MOHAVE,0.5,1
MOHAVE,0.5,1
MOHAVE,1,1
MOHAVE,0.5,1
MOHAVE,1.5,1
MOHAVE,0.8,1
MOHAVE,0.8,1
MOHAVE,0.9,1
MOHAVE,3.4,0
MOHAVE,1.3,1
MOHAVE,1.1,9
MOHAVE,1.9,1
MOHAVE,1.5,1
MOHAVE,2.2,1
MOHAVE,3.6,1
MOHAVE,1.6,1
MOHAVE,1,1
MOHAVE,1.2,1
MOHAVE,1.8,0
MOHAVE,0.6,1
MOHAVE,0.6,1
MOHAVE,1,1
MOHAVE,1,1
MOHAVE,2.2,1
MOHAVE,1,1
MOHAVE,0.4,1
MOHAVE,1.3,1
MOHAVE,0.2,1
MOHAVE,1.3,1
MOHAVE,0.8,1
MOHAVE,0.4,1
MOHAVE,0,1
MOHAVE,0.9,1
MOHAVE,1.4,1
MOHAVE,0.2,1
MOHAVE,0.1,1
MOHAVE,0.7,1
MOHAVE,0.4,1
MOHAVE,0.1,9
MOHAVE,0.2,1
MOHAVE,0.4,1
MOHAVE,0.1,1
MOHAVE,0.3,9
MOHAVE,0.1,1
MOHAVE,1.3,1
MOHAVE,0.7,1
MOHAVE,0.3,1
MOHAVE,1.9,1
MOHAVE,0.4,1
MOHAVE,0.1,1
MOHAVE,0,1
MOHAVE,1.5,1
MOHAVE,1,1
MOHAVE,0.5,1
MOHAVE,0.1,1
MOHAVE,1.8,9
MOHAVE,0.5,1
MOHAVE,2.5,1
MOHAVE,0.1,1
MOHAVE,1.6,1
MOHAVE,1.1,1
MOHAVE,0.6,1
MOHAVE,1.2,1
MOHAVE,0.9,1
MOHAVE,0.4,1
MOHAVE,0.3,1
MOHAVE,0.5,1
MOHAVE,2.6,1
MOHAVE,0.1,1
MOHAVE,0.2,9
MOHAVE,0.1,1
NAVAJO,2.3,0
NAVAJO,0.2,1
NAVAJO,1.3,1
NAVAJO,0.4,1
NAVAJO,0.5,1
NAVAJO,0.9,1
NAVAJO,5.9,0
NAVAJO,0.8,1
NAVAJO,0.4,1
NAVAJO,0.7,1
NAVAJO,0.6,1
NAVAJO,1.1,1
NAVAJO,3.7,9
NAVAJO,2,1
NAVAJO,1.2,1
NAVAJO,2.4,1
NAVAJO,2,1
NAVAJO,1.8,1
NAVAJO,0.4,1
NAVAJO,0.4,1
NAVAJO,2.4,1
NAVAJO,2.1,1
NAVAJO,2.4,0
NAVAJO,1.1,1
NAVAJO,0.8,1
NAVAJO,5.2,1
NAVAJO,1.4,1
NAVAJO,2.1,1
NAVAJO,1.6,1
NAVAJO,3.2,1
NAVAJO,0.8,1
NAVAJO,0.4,9
NAVAJO,3.8,0
NAVAJO,1.2,1
NAVAJO,1.8,9
NAVAJO,2.5,1
NAVAJO,1.6,1
NAVAJO,2,1
NAVAJO,3.8,1
NAVAJO,0.4,1
NAVAJO,1.2,1
NAVAJO,1.4,1
NAVAJO,0.8,1
NAVAJO,0.8,1
NAVAJO,0.1,1
NAVAJO,4.9,1
NAVAJO,0.8,0
NAVAJO,0.3,1
NAVAJO,2.4,1
